order_number,customer_name,address,city,country,contact_fullname,dealsize
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Small
10233,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Small
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10261,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Small
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10295,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10315,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10326,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Small
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10385,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10396,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10133,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10156,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Small
10199,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Medium
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Medium
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10388,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Large
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Small
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10117,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10128,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10166,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Small
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10196,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10221,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10232,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10293,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Small
10327,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10337,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10372,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10397,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10131,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Small
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Medium
10186,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy Thomas,Small
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Small
10249,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng Kyung,Medium
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10274,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Small
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Medium
10307,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10352,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor Leslie,Small
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10400,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10415,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Medium
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10131,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10198,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10352,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor Leslie,Medium
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Large
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10129,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10154,Boards & Toys Co.,4097 Douglas Av.,Glendale,USA,Young Leslie,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Small
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Small
10233,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Small
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10261,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Medium
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10295,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10327,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10339,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10397,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Small
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10103,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10114,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Medium
10126,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Medium
10140,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10150,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10164,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Medium
10175,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10183,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Small
10194,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10206,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Medium
10217,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10229,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10245,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10258,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10270,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10281,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10291,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Medium
10313,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Small
10324,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Medium
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Large
10348,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Small
10358,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10382,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10411,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Medium
10424,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10133,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10145,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Small
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10188,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10263,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10285,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Medium
10297,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Medium
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10318,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Large
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10388,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Large
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Small
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10199,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Medium
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Large
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10118,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10129,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Medium
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10232,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10261,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Small
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Medium
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
